_Annual_J-D_2017_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
  72  54  -37.00   17.00        0.7526
  73  54  -35.00   17.00        0.7937
  74  54  -33.00   17.00        0.8390
  75  54  -31.00   17.00        0.8850
  76  54  -29.00   17.00        0.9123
  77  54  -27.00   17.00        0.9174
  78  54  -25.00   17.00        0.9059
  79  54  -23.00   17.00        0.8962
  80  54  -21.00   17.00        0.9161
  81  54  -19.00   17.00        0.9723
  82  54  -17.00   17.00        1.0899
  83  54  -15.00   17.00        1.3686
  84  54  -13.00   17.00        1.3858
  85  54  -11.00   17.00        1.3473
  86  54   -9.00   17.00        1.2942
  87  54   -7.00   17.00        1.2286
  88  54   -5.00   17.00        1.1619
  89  54   -3.00   17.00        1.1117
  90  54   -1.00   17.00        1.0718
  91  54    1.00   17.00        1.0302
  92  54    3.00   17.00        0.9887
  93  54    5.00   17.00        0.9506
  94  54    7.00   17.00        0.9148
  95  54    9.00   17.00        0.8888
  96  54   11.00   17.00        0.8845
  97  54   13.00   17.00        0.9106
  98  54   15.00   17.00        0.9489
  99  54   17.00   17.00        0.9088
 100  54   19.00   17.00        0.7690
 101  54   21.00   17.00        0.7429
 102  54   23.00   17.00        0.7970
 103  54   25.00   17.00        0.8811
 104  54   27.00   17.00        0.9602
 105  54   29.00   17.00        1.0224
 106  54   31.00   17.00        1.0743
 107  54   33.00   17.00        1.1262
 108  54   35.00   17.00        1.1663
 109  54   37.00   17.00        1.2010
 110  54   39.00   17.00        0.9351
 111  54   41.00   17.00        0.8387
 112  54   43.00   17.00        1.1379
 113  54   45.00   17.00        1.4162
 114  54   47.00   17.00        1.6580
 115  54   49.00   17.00        1.8754
 116  54   51.00   17.00        1.7387
 117  54   53.00   17.00        1.6227
 118  54   55.00   17.00        0.9250
 119  54   57.00   17.00        0.9044
 120  54   59.00   17.00        0.8604
 121  54   61.00   17.00        0.8200
 122  54   63.00   17.00        0.7991
 123  54   65.00   17.00        0.7952
 124  54   67.00   17.00        0.7963
 125  54   69.00   17.00        0.7929
 126  54   71.00   17.00        0.7828
 127  54   73.00   17.00        0.8152
 128  54   75.00   17.00        1.0017
 129  54   77.00   17.00        1.0007
 130  54   79.00   17.00        0.9682
 131  54   81.00   17.00        0.9101
 132  54   83.00   17.00        0.8049
 133  54   85.00   17.00        0.6957
 134  54   87.00   17.00        0.6717
 135  54   89.00   17.00        0.6566
 136  54   91.00   17.00        0.6694
 137  54   93.00   17.00        0.6849
 138  54   95.00   17.00        0.7795
 139  54   97.00   17.00        0.8377
 140  54   99.00   17.00        0.8908
 141  54  101.00   17.00        0.9325
 142  54  103.00   17.00        0.9404
 143  54  105.00   17.00        0.9369
 144  54  107.00   17.00        0.9239
 145  54  109.00   17.00        0.8476
 146  54  111.00   17.00        0.8766
 147  54  113.00   17.00        0.6584
 148  54  115.00   17.00        0.6644
 149  54  117.00   17.00        0.7719
 150  54  119.00   17.00        0.9527
 151  54  121.00   17.00        1.1425
 152  54  123.00   17.00        1.0687
 153  54  125.00   17.00        0.8125
 154  54  127.00   17.00        0.7840
 155  54  129.00   17.00        0.7685
 156  54  131.00   17.00        0.7663
 157  54  133.00   17.00        0.7853
 158  54  135.00   17.00        0.8312
 159  54  137.00   17.00        0.8850
 160  54  139.00   17.00        0.9229
 161  54  141.00   17.00        0.9403
 162  54  143.00   17.00        0.9396
 163  54  145.00   17.00        0.9268
 164  54  147.00   17.00        0.9129
 165  54  149.00   17.00        0.8981
 166  54  151.00   17.00        0.8790
 167  54  153.00   17.00        0.8572
 168  54  155.00   17.00        0.8377
 169  54  157.00   17.00        0.8196
 170  54  159.00   17.00        0.7940
 171  54  161.00   17.00        0.7653
 172  54  163.00   17.00        0.7338
 173  54  165.00   17.00        0.7117
 174  54  167.00   17.00        0.6971
 175  54  169.00   17.00        0.6893
 176  54  171.00   17.00        0.6863
 177  54  173.00   17.00        0.6894
 178  54  175.00   17.00        0.6970
 179  54  177.00   17.00        0.7019
 180  54  179.00   17.00        0.7024
   1  55 -179.00   19.00        0.7688
   2  55 -177.00   19.00        0.7765
   3  55 -175.00   19.00        0.7921
   4  55 -173.00   19.00        0.8103
   5  55 -171.00   19.00        0.8265
   6  55 -169.00   19.00        0.8368
   7  55 -167.00   19.00        0.8401
   8  55 -165.00   19.00        0.8398
   9  55 -163.00   19.00        0.8382
  10  55 -161.00   19.00        0.8388
  11  55 -159.00   19.00        0.8387
  12  55 -157.00   19.00        0.8355
  13  55 -155.00   19.00        0.8369
  14  55 -153.00   19.00        0.8525
  15  55 -151.00   19.00        0.8782
  16  55 -149.00   19.00        0.9018
  17  55 -147.00   19.00        0.9163
  18  55 -145.00   19.00        0.9255
  19  55 -143.00   19.00        0.9316
  20  55 -141.00   19.00        0.9347
  21  55 -139.00   19.00        0.9484
  22  55 -137.00   19.00        0.9740
  23  55 -135.00   19.00        1.0087
  24  55 -133.00   19.00        1.0483
  25  55 -131.00   19.00        1.0920
  26  55 -129.00   19.00        1.1428
  27  55 -127.00   19.00        1.1941
  28  55 -125.00   19.00        1.2224
  29  55 -123.00   19.00        1.2043
  30  55 -121.00   19.00        1.1655
  31  55 -119.00   19.00        1.1237
  32  55 -117.00   19.00        1.0558
  33  55 -115.00   19.00        0.9401
  34  55 -113.00   19.00        0.7832
  35  55 -111.00   19.00        0.6250
  36  55 -109.00   19.00        0.5149
  37  55 -107.00   19.00        0.4731
  38  55 -105.00   19.00        1.1184
  39  55 -103.00   19.00        1.2369
  40  55 -101.00   19.00        1.4357
  41  55  -99.00   19.00        1.5353
  42  55  -97.00   19.00        1.5003
  43  55  -95.00   19.00        1.3731
  44  55  -93.00   19.00        1.1146
  45  55  -91.00   19.00        1.2558
  46  55  -89.00   19.00        1.1795
  47  55  -87.00   19.00        0.7050
  48  55  -85.00   19.00        0.7586
  49  55  -83.00   19.00        0.7131
  50  55  -81.00   19.00        0.6612
  51  55  -79.00   19.00        0.6532
  52  55  -77.00   19.00        0.7192
  53  55  -75.00   19.00        0.9079
  54  55  -73.00   19.00        0.5797
  55  55  -71.00   19.00        0.7925
  56  55  -69.00   19.00        0.5928
  57  55  -67.00   19.00        0.6378
  58  55  -65.00   19.00        0.6254
  59  55  -63.00   19.00        0.6076
  60  55  -61.00   19.00        0.6127
  61  55  -59.00   19.00        0.6141
  62  55  -57.00   19.00        0.6158
  63  55  -55.00   19.00        0.6229
  64  55  -53.00   19.00        0.6451
  65  55  -51.00   19.00        0.6663
  66  55  -49.00   19.00        0.6814
  67  55  -47.00   19.00        0.6891
  68  55  -45.00   19.00        0.6939
  69  55  -43.00   19.00        0.6989
  70  55  -41.00   19.00        0.7077
  71  55  -39.00   19.00        0.7260
  72  55  -37.00   19.00        0.7563
  73  55  -35.00   19.00        0.8005
  74  55  -33.00   19.00        0.8462
  75  55  -31.00   19.00        0.8911
  76  55  -29.00   19.00        0.9204
  77  55  -27.00   19.00        0.9309
  78  55  -25.00   19.00        0.9252
  79  55  -23.00   19.00        0.9193
  80  55  -21.00   19.00        0.9413
  81  55  -19.00   19.00        0.9992
  82  55  -17.00   19.00        1.0709
  83  55  -15.00   19.00        1.4230
  84  55  -13.00   19.00        1.4492
  85  55  -11.00   19.00        1.4122
  86  55   -9.00   19.00        1.3567
  87  55   -7.00   19.00        1.2813
  88  55   -5.00   19.00        1.2014
  89  55   -3.00   19.00        1.1397
  90  55   -1.00   19.00        1.0769
  91  55    1.00   19.00        1.0119
  92  55    3.00   19.00        0.9599
  93  55    5.00   19.00        0.9019
  94  55    7.00   19.00        0.8440
  95  55    9.00   19.00        0.7845
  96  55   11.00   19.00        0.7429
  97  55   13.00   19.00        0.7478
  98  55   15.00   19.00        0.8089
  99  55   17.00   19.00        0.9007
 100  55   19.00   19.00        0.7537
 101  55   21.00   19.00        0.7305
 102  55   23.00   19.00        0.7996
 103  55   25.00   19.00        0.8730
 104  55   27.00   19.00        0.9411
 105  55   29.00   19.00        1.0054
 106  55   31.00   19.00        1.0638
 107  55   33.00   19.00        1.1156
 108  55   35.00   19.00        1.1555
 109  55   37.00   19.00        1.2028
 110  55   39.00   19.00        0.9354
 111  55   41.00   19.00        1.0933
 112  55   43.00   19.00        1.3594
 113  55   45.00   19.00        1.6308
 114  55   47.00   19.00        1.8796
 115  55   49.00   19.00        2.0240
 116  55   51.00   19.00        1.9442
 117  55   53.00   19.00        1.7744
 118  55   55.00   19.00        1.3171
 119  55   57.00   19.00        0.9348
 120  55   59.00   19.00        0.8547
 121  55   61.00   19.00        0.8349
 122  55   63.00   19.00        0.8321
 123  55   65.00   19.00        0.8358
 124  55   67.00   19.00        0.8313
 125  55   69.00   19.00        0.8156
 126  55   71.00   19.00        0.7934
 127  55   73.00   19.00        0.9700
 128  55   75.00   19.00        1.0106
 129  55   77.00   19.00        0.9800
 130  55   79.00   19.00        0.9364
 131  55   81.00   19.00        0.8823
 132  55   83.00   19.00        0.8059
 133  55   85.00   19.00        0.7276
 134  55   87.00   19.00        0.6916
 135  55   89.00   19.00        0.6423
 136  55   91.00   19.00        0.6552
 137  55   93.00   19.00        0.7212
 138  55   95.00   19.00        0.8028
 139  55   97.00   19.00        0.8601
 140  55   99.00   19.00        0.8960
 141  55  101.00   19.00        0.9174
 142  55  103.00   19.00        0.9248
 143  55  105.00   19.00        0.9181
 144  55  107.00   19.00        0.9056
 145  55  109.00   19.00        0.8931
 146  55  111.00   19.00        0.6087
 147  55  113.00   19.00        0.5393
 148  55  115.00   19.00        0.6202
 149  55  117.00   19.00        0.7420
 150  55  119.00   19.00        0.8688
 151  55  121.00   19.00        1.0157
 152  55  123.00   19.00        1.1220
 153  55  125.00   19.00        0.8572
 154  55  127.00   19.00        0.8283
 155  55  129.00   19.00        0.8068
 156  55  131.00   19.00        0.7984
 157  55  133.00   19.00        0.8111
 158  55  135.00   19.00        0.8474
 159  55  137.00   19.00        0.8886
 160  55  139.00   19.00        0.9113
 161  55  141.00   19.00        0.9071
 162  55  143.00   19.00        0.8798
 163  55  145.00   19.00        0.8467
 164  55  147.00   19.00        0.8313
 165  55  149.00   19.00        0.8281
 166  55  151.00   19.00        0.8269
 167  55  153.00   19.00        0.8160
 168  55  155.00   19.00        0.7969
 169  55  157.00   19.00        0.7767
 170  55  159.00   19.00        0.7570
 171  55  161.00   19.00        0.7353
 172  55  163.00   19.00        0.7142
 173  55  165.00   19.00        0.7076
 174  55  167.00   19.00        0.7129
 175  55  169.00   19.00        0.7190
 176  55  171.00   19.00        0.7258
 177  55  173.00   19.00        0.7378
 178  55  175.00   19.00        0.7542
 179  55  177.00   19.00        0.7660
 180  55  179.00   19.00        0.7691
   1  56 -179.00   21.00        0.8127
   2  56 -177.00   21.00        0.8130
   3  56 -175.00   21.00        0.8186
   4  56 -173.00   21.00        0.8284
   5  56 -171.00   21.00        0.8382
   6  56 -169.00   21.00        0.8472
   7  56 -167.00   21.00        0.8542
   8  56 -165.00   21.00        0.8549
   9  56 -163.00   21.00        0.8481
  10  56 -161.00   21.00        0.8441
  11  56 -159.00   21.00        0.9592
  12  56 -157.00   21.00        0.8790
  13  56 -155.00   21.00        0.8551
  14  56 -153.00   21.00        0.8767
  15  56 -151.00   21.00        0.9074
  16  56 -149.00   21.00        0.9375
  17  56 -147.00   21.00        0.9608
  18  56 -145.00   21.00        0.9823
  19  56 -143.00   21.00        1.0030
  20  56 -141.00   21.00        1.0143
  21  56 -139.00   21.00        1.0360
  22  56 -137.00   21.00        1.0727
  23  56 -135.00   21.00        1.1184
  24  56 -133.00   21.00        1.1615
  25  56 -131.00   21.00        1.1962
  26  56 -129.00   21.00        1.2277
  27  56 -127.00   21.00        1.2563
  28  56 -125.00   21.00        1.2681
  29  56 -123.00   21.00        1.2447
  30  56 -121.00   21.00        1.2059
  31  56 -119.00   21.00        1.1658
  32  56 -117.00   21.00        1.0954
  33  56 -115.00   21.00        0.9717
  34  56 -113.00   21.00        0.8033
  35  56 -111.00   21.00        0.6327
  36  56 -109.00   21.00        0.5128
  37  56 -107.00   21.00        0.4580
  38  56 -105.00   21.00        1.4304
  39  56 -103.00   21.00        1.5946
  40  56 -101.00   21.00        1.6066
  41  56  -99.00   21.00        1.5953
  42  56  -97.00   21.00        1.4727
  43  56  -95.00   21.00        1.2100
  44  56  -93.00   21.00        0.9824
  45  56  -91.00   21.00        1.0833
  46  56  -89.00   21.00        0.9876
  47  56  -87.00   21.00        0.6764
  48  56  -85.00   21.00        0.8843
  49  56  -83.00   21.00        0.9895
  50  56  -81.00   21.00        0.8411
  51  56  -79.00   21.00        0.6718
  52  56  -77.00   21.00        0.7169
  53  56  -75.00   21.00        0.8894
  54  56  -73.00   21.00        0.8588
  55  56  -71.00   21.00        0.6968
  56  56  -69.00   21.00        0.5248
  57  56  -67.00   21.00        0.5156
  58  56  -65.00   21.00        0.5363
  59  56  -63.00   21.00        0.5545
  60  56  -61.00   21.00        0.5667
  61  56  -59.00   21.00        0.5733
  62  56  -57.00   21.00        0.5778
  63  56  -55.00   21.00        0.5886
  64  56  -53.00   21.00        0.6144
  65  56  -51.00   21.00        0.6381
  66  56  -49.00   21.00        0.6546
  67  56  -47.00   21.00        0.6618
  68  56  -45.00   21.00        0.6638
  69  56  -43.00   21.00        0.6681
  70  56  -41.00   21.00        0.6817
  71  56  -39.00   21.00        0.7085
  72  56  -37.00   21.00        0.7475
  73  56  -35.00   21.00        0.7982
  74  56  -33.00   21.00        0.8460
  75  56  -31.00   21.00        0.8946
  76  56  -29.00   21.00        0.9315
  77  56  -27.00   21.00        0.9520
  78  56  -25.00   21.00        0.9563
  79  56  -23.00   21.00        0.9584
  80  56  -21.00   21.00        0.9856
  81  56  -19.00   21.00        1.0455
  82  56  -17.00   21.00        1.1146
  83  56  -15.00   21.00        1.5136
  84  56  -13.00   21.00        1.5571
  85  56  -11.00   21.00        1.5376
  86  56   -9.00   21.00        1.5050
  87  56   -7.00   21.00        1.4502
  88  56   -5.00   21.00        1.3742
  89  56   -3.00   21.00        1.2886
  90  56   -1.00   21.00        1.1904
  91  56    1.00   21.00        1.0867
  92  56    3.00   21.00        1.0008
  93  56    5.00   21.00        0.9208
  94  56    7.00   21.00        0.8438
  95  56    9.00   21.00        0.7613
  96  56   11.00   21.00        0.6909
  97  56   13.00   21.00        0.6586
  98  56   15.00   21.00        0.6852
  99  56   17.00   21.00        0.8296
 100  56   19.00   21.00        0.7497
 101  56   21.00   21.00        0.7154
 102  56   23.00   21.00        0.7803
 103  56   25.00   21.00        0.8454
 104  56   27.00   21.00        0.9114
 105  56   29.00   21.00        0.9797
 106  56   31.00   21.00        1.0396
 107  56   33.00   21.00        1.0890
 108  56   35.00   21.00        1.1349
 109  56   37.00   21.00        1.1190
 110  56   39.00   21.00        1.0803
 111  56   41.00   21.00        1.2974
 112  56   43.00   21.00        1.5203
 113  56   45.00   21.00        1.7551
 114  56   47.00   21.00        1.9549
 115  56   49.00   21.00        2.0346
 116  56   51.00   21.00        1.9800
 117  56   53.00   21.00        1.8234
 118  56   55.00   21.00        1.5905
 119  56   57.00   21.00        1.2247
 120  56   59.00   21.00        0.9534
 121  56   61.00   21.00        0.8845
 122  56   63.00   21.00        0.8997
 123  56   65.00   21.00        0.9104
 124  56   67.00   21.00        0.9344
 125  56   69.00   21.00        1.0107
 126  56   71.00   21.00        0.9744
 127  56   73.00   21.00        1.0924
 128  56   75.00   21.00        1.0364
 129  56   77.00   21.00        0.9788
 130  56   79.00   21.00        0.9189
 131  56   81.00   21.00        0.8568
 132  56   83.00   21.00        0.7969
 133  56   85.00   21.00        0.7489
 134  56   87.00   21.00        0.7180
 135  56   89.00   21.00        0.6793
 136  56   91.00   21.00        0.6930
 137  56   93.00   21.00        0.7569
 138  56   95.00   21.00        0.8078
 139  56   97.00   21.00        0.8490
 140  56   99.00   21.00        0.8809
 141  56  101.00   21.00        0.9012
 142  56  103.00   21.00        0.9065
 143  56  105.00   21.00        0.8978
 144  56  107.00   21.00        0.8867
 145  56  109.00   21.00        0.8870
 146  56  111.00   21.00        0.6641
 147  56  113.00   21.00        0.7130
 148  56  115.00   21.00        0.8218
 149  56  117.00   21.00        0.8382
 150  56  119.00   21.00        0.8892
 151  56  121.00   21.00        1.0409
 152  56  123.00   21.00        1.0581
 153  56  125.00   21.00        0.9263
 154  56  127.00   21.00        0.9059
 155  56  129.00   21.00        0.8821
 156  56  131.00   21.00        0.8664
 157  56  133.00   21.00        0.8663
 158  56  135.00   21.00        0.8783
 159  56  137.00   21.00        0.8876
 160  56  139.00   21.00        0.8781
 161  56  141.00   21.00        0.8425
 162  56  143.00   21.00        0.7866
 163  56  145.00   21.00        0.7364
 164  56  147.00   21.00        0.7230
 165  56  149.00   21.00        0.7324
 166  56  151.00   21.00        0.7470
 167  56  153.00   21.00        0.7490
 168  56  155.00   21.00        0.7368
 169  56  157.00   21.00        0.7197
 170  56  159.00   21.00        0.7061
 171  56  161.00   21.00        0.6929
 172  56  163.00   21.00        0.6823
 173  56  165.00   21.00        0.6883
 174  56  167.00   21.00        0.7101
 175  56  169.00   21.00        0.7347
 176  56  171.00   21.00        0.7567
 177  56  173.00   21.00        0.7771
 178  56  175.00   21.00        0.7964
 179  56  177.00   21.00        0.8092
 180  56  179.00   21.00        0.8137
   1  57 -179.00   23.00        0.8287
   2  57 -177.00   23.00        0.8244
   3  57 -175.00   23.00        0.8238
   4  57 -173.00   23.00        0.8291
   5  57 -171.00   23.00        0.8368
   6  57 -169.00   23.00        0.8470
   7  57 -167.00   23.00        0.8610
   8  57 -165.00   23.00        0.8647
   9  57 -163.00   23.00        0.8541
  10  57 -161.00   23.00        0.8456
  11  57 -159.00   23.00        1.0527
  12  57 -157.00   23.00        0.8990
  13  57 -155.00   23.00        0.8453
  14  57 -153.00   23.00        0.8679
  15  57 -151.00   23.00        0.8989
  16  57 -149.00   23.00        0.9380
  17  57 -147.00   23.00        0.9722
  18  57 -145.00   23.00        1.0060
  19  57 -143.00   23.00        1.0431
  20  57 -141.00   23.00        1.0657
  21  57 -139.00   23.00        1.0968
  22  57 -137.00   23.00        1.1490
  23  57 -135.00   23.00        1.2020
  24  57 -133.00   23.00        1.2476
  25  57 -131.00   23.00        1.2748
  26  57 -129.00   23.00        1.2864
  27  57 -127.00   23.00        1.2929
  28  57 -125.00   23.00        1.2886
  29  57 -123.00   23.00        1.2607
  30  57 -121.00   23.00        1.2256
  31  57 -119.00   23.00        1.1860
  32  57 -117.00   23.00        1.1159
  33  57 -115.00   23.00        1.0021
  34  57 -113.00   23.00        0.8414
  35  57 -111.00   23.00        0.7631
  36  57 -109.00   23.00        0.7240
  37  57 -107.00   23.00        0.6688
  38  57 -105.00   23.00        1.4884
  39  57 -103.00   23.00        1.6234
  40  57 -101.00   23.00        1.6316
  41  57  -99.00   23.00        1.6222
  42  57  -97.00   23.00        1.4301
  43  57  -95.00   23.00        1.0186
  44  57  -93.00   23.00        0.9442
  45  57  -91.00   23.00        0.8573
  46  57  -89.00   23.00        0.7316
  47  57  -87.00   23.00        0.6418
  48  57  -85.00   23.00        1.0880
  49  57  -83.00   23.00        1.4134
  50  57  -81.00   23.00        1.0582
  51  57  -79.00   23.00        0.6823
  52  57  -77.00   23.00        0.6522
  53  57  -75.00   23.00        0.6696
  54  57  -73.00   23.00        1.1037
  55  57  -71.00   23.00        0.4599
  56  57  -69.00   23.00        0.4525
  57  57  -67.00   23.00        0.4663
  58  57  -65.00   23.00        0.4932
  59  57  -63.00   23.00        0.5140
  60  57  -61.00   23.00        0.5290
  61  57  -59.00   23.00        0.5367
  62  57  -57.00   23.00        0.5436
  63  57  -55.00   23.00        0.5585
  64  57  -53.00   23.00        0.5890
  65  57  -51.00   23.00        0.6123
  66  57  -49.00   23.00        0.6265
  67  57  -47.00   23.00        0.6277
  68  57  -45.00   23.00        0.6229
  69  57  -43.00   23.00        0.6233
  70  57  -41.00   23.00        0.6424
  71  57  -39.00   23.00        0.6790
  72  57  -37.00   23.00        0.7259
  73  57  -35.00   23.00        0.7866
  74  57  -33.00   23.00        0.8373
  75  57  -31.00   23.00        0.8907
  76  57  -29.00   23.00        0.9423
  77  57  -27.00   23.00        0.9711
  78  57  -25.00   23.00        0.9856
  79  57  -23.00   23.00        0.9957
  80  57  -21.00   23.00        1.0284
  81  57  -19.00   23.00        1.0859
  82  57  -17.00   23.00        1.1586
  83  57  -15.00   23.00        1.5766
  84  57  -13.00   23.00        1.6813
  85  57  -11.00   23.00        1.6942
  86  57   -9.00   23.00        1.6957
  87  57   -7.00   23.00        1.6792
  88  57   -5.00   23.00        1.6002
  89  57   -3.00   23.00        1.4950
  90  57   -1.00   23.00        1.3736
  91  57    1.00   23.00        1.2249
  92  57    3.00   23.00        1.1099
  93  57    5.00   23.00        1.0173
  94  57    7.00   23.00        0.9148
  95  57    9.00   23.00        0.8250
  96  57   11.00   23.00        0.7416
  97  57   13.00   23.00        0.6467
  98  57   15.00   23.00        0.6121
  99  57   17.00   23.00        0.7076
 100  57   19.00   23.00        0.7278
 101  57   21.00   23.00        0.6964
 102  57   23.00   23.00        0.7493
 103  57   25.00   23.00        0.8147
 104  57   27.00   23.00        0.8815
 105  57   29.00   23.00        0.9474
 106  57   31.00   23.00        1.0107
 107  57   33.00   23.00        1.0571
 108  57   35.00   23.00        1.1090
 109  57   37.00   23.00        1.0407
 110  57   39.00   23.00        1.2356
 111  57   41.00   23.00        1.3780
 112  57   43.00   23.00        1.5945
 113  57   45.00   23.00        1.7869
 114  57   47.00   23.00        1.9394
 115  57   49.00   23.00        2.0171
 116  57   51.00   23.00        1.9771
 117  57   53.00   23.00        1.8667
 118  57   55.00   23.00        1.6934
 119  57   57.00   23.00        1.5747
 120  57   59.00   23.00        1.1558
 121  57   61.00   23.00        1.0157
 122  57   63.00   23.00        1.0075
 123  57   65.00   23.00        0.9898
 124  57   67.00   23.00        1.0902
 125  57   69.00   23.00        1.2477
 126  57   71.00   23.00        1.2016
 127  57   73.00   23.00        1.1316
 128  57   75.00   23.00        1.0683
 129  57   77.00   23.00        1.0010
 130  57   79.00   23.00        0.9158
 131  57   81.00   23.00        0.8514
 132  57   83.00   23.00        0.7975
 133  57   85.00   23.00        0.7596
 134  57   87.00   23.00        0.7448
 135  57   89.00   23.00        0.7404
 136  57   91.00   23.00        0.7575
 137  57   93.00   23.00        0.7867
 138  57   95.00   23.00        0.8171
 139  57   97.00   23.00        0.8482
 140  57   99.00   23.00        0.8725
 141  57  101.00   23.00        0.8886
 142  57  103.00   23.00        0.8914
 143  57  105.00   23.00        0.8828
 144  57  107.00   23.00        0.8736
 145  57  109.00   23.00        0.8907
 146  57  111.00   23.00        0.9373
 147  57  113.00   23.00        1.0098
 148  57  115.00   23.00        1.1066
 149  57  117.00   23.00        1.0115
 150  57  119.00   23.00        1.0118
 151  57  121.00   23.00        1.1677
 152  57  123.00   23.00        1.0026
 153  57  125.00   23.00        1.0098
 154  57  127.00   23.00        0.9910
 155  57  129.00   23.00        0.9668
 156  57  131.00   23.00        0.9444
 157  57  133.00   23.00        0.9273
 158  57  135.00   23.00        0.9094
 159  57  137.00   23.00        0.8829
 160  57  139.00   23.00        0.8301
 161  57  141.00   23.00        0.7640
 162  57  143.00   23.00        0.6863
 163  57  145.00   23.00        0.6227
 164  57  147.00   23.00        0.6154
 165  57  149.00   23.00        0.6316
 166  57  151.00   23.00        0.6582
 167  57  153.00   23.00        0.6549
 168  57  155.00   23.00        0.6389
 169  57  157.00   23.00        0.6627
 170  57  159.00   23.00        0.6575
 171  57  161.00   23.00        0.6545
 172  57  163.00   23.00        0.6546
 173  57  165.00   23.00        0.6682
 174  57  167.00   23.00        0.6965
 175  57  169.00   23.00        0.7401
 176  57  171.00   23.00        0.7737
 177  57  173.00   23.00        0.7995
 178  57  175.00   23.00        0.8151
 179  57  177.00   23.00        0.8231
 180  57  179.00   23.00        0.8265
   1  58 -179.00   25.00        0.7905
   2  58 -177.00   25.00        0.7902
   3  58 -175.00   25.00        0.7900
   4  58 -173.00   25.00        0.7896
   5  58 -171.00   25.00        0.7962
   6  58 -169.00   25.00        0.8029
   7  58 -167.00   25.00        0.8186
   8  58 -165.00   25.00        0.8205
   9  58 -163.00   25.00        0.8223
  10  58 -161.00   25.00        0.8363
  11  58 -159.00   25.00        0.8283
  12  58 -157.00   25.00        0.8202
  13  58 -155.00   25.00        0.8088
  14  58 -153.00   25.00        0.8227
  15  58 -151.00   25.00        0.8365
  16  58 -149.00   25.00        0.8872
  17  58 -147.00   25.00        0.9295
  18  58 -145.00   25.00        0.9719
  19  58 -143.00   25.00        1.0299
  20  58 -141.00   25.00        1.0597
  21  58 -139.00   25.00        1.0895
  22  58 -137.00   25.00        1.1672
  23  58 -135.00   25.00        1.2109
  24  58 -133.00   25.00        1.2547
  25  58 -131.00   25.00        1.2823
  26  58 -129.00   25.00        1.2825
  27  58 -127.00   25.00        1.2828
  28  58 -125.00   25.00        1.2787
  29  58 -123.00   25.00        1.2569
  30  58 -121.00   25.00        1.2351
  31  58 -119.00   25.00        1.1884
  32  58 -117.00   25.00        1.1280
  33  58 -115.00   25.00        1.0676
  34  58 -113.00   25.00        0.9499
  35  58 -111.00   25.00        1.2936
  36  58 -109.00   25.00        1.6372
  37  58 -107.00   25.00        1.6327
  38  58 -105.00   25.00        1.6331
  39  58 -103.00   25.00        1.6336
  40  58 -101.00   25.00        1.6153
  41  58  -99.00   25.00        1.5957
  42  58  -97.00   25.00        1.5762
  43  58  -95.00   25.00        1.0186
  44  58  -93.00   25.00        0.9192
  45  58  -91.00   25.00        0.8198
  46  58  -89.00   25.00        0.6584
  47  58  -87.00   25.00        0.6117
  48  58  -85.00   25.00        0.5650
  49  58  -83.00   25.00        1.4654
  50  58  -81.00   25.00        1.1771
  51  58  -79.00   25.00        0.8888
  52  58  -77.00   25.00        0.6216
  53  58  -75.00   25.00        0.5770
  54  58  -73.00   25.00        0.5324
  55  58  -71.00   25.00        0.4575
  56  58  -69.00   25.00        0.4614
  57  58  -67.00   25.00        0.4654
  58  58  -65.00   25.00        0.5093
  59  58  -63.00   25.00        0.5277
  60  58  -61.00   25.00        0.5461
  61  58  -59.00   25.00        0.5493
  62  58  -57.00   25.00        0.5477
  63  58  -55.00   25.00        0.5460
  64  58  -53.00   25.00        0.5650
  65  58  -51.00   25.00        0.5741
  66  58  -49.00   25.00        0.5831
  67  58  -47.00   25.00        0.5709
  68  58  -45.00   25.00        0.5599
  69  58  -43.00   25.00        0.5489
  70  58  -41.00   25.00        0.5690
  71  58  -39.00   25.00        0.6138
  72  58  -37.00   25.00        0.6585
  73  58  -35.00   25.00        0.7437
  74  58  -33.00   25.00        0.7989
  75  58  -31.00   25.00        0.8540
  76  58  -29.00   25.00        0.9406
  77  58  -27.00   25.00        0.9684
  78  58  -25.00   25.00        0.9963
  79  58  -23.00   25.00        1.0155
  80  58  -21.00   25.00        1.0504
  81  58  -19.00   25.00        1.0852
  82  58  -17.00   25.00        1.1910
  83  58  -15.00   25.00        1.4289
  84  58  -13.00   25.00        1.6668
  85  58  -11.00   25.00        1.9066
  86  58   -9.00   25.00        1.9210
  87  58   -7.00   25.00        1.9354
  88  58   -5.00   25.00        1.7890
  89  58   -3.00   25.00        1.7100
  90  58   -1.00   25.00        1.6311
  91  58    1.00   25.00        1.4502
  92  58    3.00   25.00        1.3782
  93  58    5.00   25.00        1.3061
  94  58    7.00   25.00        1.1428
  95  58    9.00   25.00        1.0598
  96  58   11.00   25.00        0.9768
  97  58   13.00   25.00        0.7332
  98  58   15.00   25.00        0.6355
  99  58   17.00   25.00        0.5377
 100  58   19.00   25.00        0.6138
 101  58   21.00   25.00        0.6642
 102  58   23.00   25.00        0.7146
 103  58   25.00   25.00        0.7794
 104  58   27.00   25.00        0.8310
 105  58   29.00   25.00        0.8825
