_Annual_J-D_1988_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
  40  39 -101.00  -13.00        0.2343
  41  39  -99.00  -13.00        0.2028
  42  39  -97.00  -13.00        0.1751
  43  39  -95.00  -13.00        0.1543
  44  39  -93.00  -13.00        0.1369
  45  39  -91.00  -13.00        0.1132
  46  39  -89.00  -13.00        0.0705
  47  39  -87.00  -13.00        0.0240
  48  39  -85.00  -13.00       -0.0201
  49  39  -83.00  -13.00       -0.0662
  50  39  -81.00  -13.00       -0.1011
  51  39  -79.00  -13.00       -0.0057
  52  39  -77.00  -13.00        0.1933
  53  39  -75.00  -13.00        0.2465
  54  39  -73.00  -13.00        0.2938
  55  39  -71.00  -13.00        0.3182
  56  39  -69.00  -13.00        0.3177
  57  39  -67.00  -13.00        0.3149
  58  39  -65.00  -13.00        0.3071
  59  39  -63.00  -13.00        0.3076
  60  39  -61.00  -13.00        0.3158
  61  39  -59.00  -13.00        0.3436
  62  39  -57.00  -13.00        0.4239
  63  39  -55.00  -13.00        0.5298
  64  39  -53.00  -13.00        0.6250
  65  39  -51.00  -13.00        0.6637
  66  39  -49.00  -13.00        0.6972
  67  39  -47.00  -13.00        0.7446
  68  39  -45.00  -13.00        0.8020
  69  39  -43.00  -13.00        0.8387
  70  39  -41.00  -13.00        0.8426
  71  39  -39.00  -13.00        0.8087
  72  39  -37.00  -13.00        0.5647
  73  39  -35.00  -13.00        0.5450
  74  39  -33.00  -13.00        0.5343
  75  39  -31.00  -13.00        0.5264
  76  39  -29.00  -13.00        0.5200
  77  39  -27.00  -13.00        0.5202
  78  39  -25.00  -13.00        0.5312
  79  39  -23.00  -13.00        0.5485
  80  39  -21.00  -13.00        0.5580
  81  39  -19.00  -13.00        0.5494
  82  39  -17.00  -13.00        0.5383
  83  39  -15.00  -13.00        0.5477
  84  39  -13.00  -13.00        0.5761
  85  39  -11.00  -13.00        0.6206
  86  39   -9.00  -13.00        0.6621
  87  39   -7.00  -13.00        0.6832
  88  39   -5.00  -13.00        0.6867
  89  39   -3.00  -13.00        0.6932
  90  39   -1.00  -13.00        0.6930
  91  39    1.00  -13.00        0.6874
  92  39    3.00  -13.00        0.7076
  93  39    5.00  -13.00        0.7509
  94  39    7.00  -13.00        0.7919
  95  39    9.00  -13.00        0.8015
  96  39   11.00  -13.00        0.7790
  97  39   13.00  -13.00        0.7406
  98  39   15.00  -13.00        0.7030
  99  39   17.00  -13.00        0.6962
 100  39   19.00  -13.00        0.6304
 101  39   21.00  -13.00        0.5614
 102  39   23.00  -13.00        0.4702
 103  39   25.00  -13.00        0.4169
 104  39   27.00  -13.00        0.3987
 105  39   29.00  -13.00        0.3996
 106  39   31.00  -13.00        0.4102
 107  39   33.00  -13.00        0.4279
 108  39   35.00  -13.00        0.4481
 109  39   37.00  -13.00        0.4739
 110  39   39.00  -13.00        0.4836
 111  39   41.00  -13.00        0.5762
 112  39   43.00  -13.00        0.6069
 113  39   45.00  -13.00        0.5333
 114  39   47.00  -13.00        0.4989
 115  39   49.00  -13.00        0.5535
 116  39   51.00  -13.00        0.5231
 117  39   53.00  -13.00        0.5362
 118  39   55.00  -13.00        0.5365
 119  39   57.00  -13.00        0.5477
 120  39   59.00  -13.00        0.5631
 121  39   61.00  -13.00        0.5967
 122  39   63.00  -13.00        0.6463
 123  39   65.00  -13.00        0.6973
 124  39   67.00  -13.00        0.7366
 125  39   69.00  -13.00        0.7620
 126  39   71.00  -13.00        0.7717
 127  39   73.00  -13.00        0.7678
 128  39   75.00  -13.00        0.7553
 129  39   77.00  -13.00        0.7370
 130  39   79.00  -13.00        0.7251
 131  39   81.00  -13.00        0.7119
 132  39   83.00  -13.00        0.6998
 133  39   85.00  -13.00        0.6985
 134  39   87.00  -13.00        0.7112
 135  39   89.00  -13.00        0.7358
 136  39   91.00  -13.00        0.7663
 137  39   93.00  -13.00        0.7794
 138  39   95.00  -13.00        0.7786
 139  39   97.00  -13.00        0.7822
 140  39   99.00  -13.00        0.7966
 141  39  101.00  -13.00        0.8064
 142  39  103.00  -13.00        0.7949
 143  39  105.00  -13.00        0.7650
 144  39  107.00  -13.00        0.7312
 145  39  109.00  -13.00        0.7111
 146  39  111.00  -13.00        0.7058
 147  39  113.00  -13.00        0.6959
 148  39  115.00  -13.00        0.6909
 149  39  117.00  -13.00        0.6857
 150  39  119.00  -13.00        0.6843
 151  39  121.00  -13.00        0.6890
 152  39  123.00  -13.00        0.6869
 153  39  125.00  -13.00        0.6625
 154  39  127.00  -13.00        0.6458
 155  39  129.00  -13.00        0.6855
 156  39  131.00  -13.00        0.9864
 157  39  133.00  -13.00        1.1137
 158  39  135.00  -13.00        1.1556
 159  39  137.00  -13.00        1.0049
 160  39  139.00  -13.00        0.7184
 161  39  141.00  -13.00        0.7387
 162  39  143.00  -13.00        0.7606
 163  39  145.00  -13.00        0.7255
 164  39  147.00  -13.00        0.6791
 165  39  149.00  -13.00        0.6364
 166  39  151.00  -13.00        0.6024
 167  39  153.00  -13.00        0.5719
 168  39  155.00  -13.00        0.5450
 169  39  157.00  -13.00        0.5250
 170  39  159.00  -13.00        0.5094
 171  39  161.00  -13.00        0.4901
 172  39  163.00  -13.00        0.4825
 173  39  165.00  -13.00        0.4551
 174  39  167.00  -13.00        0.4120
 175  39  169.00  -13.00        0.3414
 176  39  171.00  -13.00        0.2956
 177  39  173.00  -13.00        0.2734
 178  39  175.00  -13.00        0.3735
 179  39  177.00  -13.00        0.6575
 180  39  179.00  -13.00        0.1516
   1  40 -179.00  -11.00        0.1928
   2  40 -177.00  -11.00        0.2581
   3  40 -175.00  -11.00        0.1787
   4  40 -173.00  -11.00        0.1651
   5  40 -171.00  -11.00        0.1895
   6  40 -169.00  -11.00        0.2061
   7  40 -167.00  -11.00        0.1925
   8  40 -165.00  -11.00        0.1514
   9  40 -163.00  -11.00        0.2158
  10  40 -161.00  -11.00        0.2304
  11  40 -159.00  -11.00        0.2425
  12  40 -157.00  -11.00        0.2556
  13  40 -155.00  -11.00        0.2701
  14  40 -153.00  -11.00        0.2840
  15  40 -151.00  -11.00        0.2956
  16  40 -149.00  -11.00        0.3071
  17  40 -147.00  -11.00        0.3231
  18  40 -145.00  -11.00        0.3402
  19  40 -143.00  -11.00        0.3510
  20  40 -141.00  -11.00        0.3605
  21  40 -139.00  -11.00        0.3397
  22  40 -137.00  -11.00        0.3775
  23  40 -135.00  -11.00        0.4137
  24  40 -133.00  -11.00        0.4239
  25  40 -131.00  -11.00        0.4244
  26  40 -129.00  -11.00        0.4190
  27  40 -127.00  -11.00        0.4122
  28  40 -125.00  -11.00        0.4029
  29  40 -123.00  -11.00        0.3884
  30  40 -121.00  -11.00        0.3746
  31  40 -119.00  -11.00        0.3689
  32  40 -117.00  -11.00        0.3682
  33  40 -115.00  -11.00        0.3651
  34  40 -113.00  -11.00        0.3590
  35  40 -111.00  -11.00        0.3569
  36  40 -109.00  -11.00        0.3508
  37  40 -107.00  -11.00        0.3387
  38  40 -105.00  -11.00        0.3096
  39  40 -103.00  -11.00        0.2748
  40  40 -101.00  -11.00        0.2451
  41  40  -99.00  -11.00        0.2150
  42  40  -97.00  -11.00        0.1843
  43  40  -95.00  -11.00        0.1557
  44  40  -93.00  -11.00        0.1262
  45  40  -91.00  -11.00        0.0862
  46  40  -89.00  -11.00        0.0208
  47  40  -87.00  -11.00       -0.0471
  48  40  -85.00  -11.00       -0.1165
  49  40  -83.00  -11.00       -0.1882
  50  40  -81.00  -11.00       -0.2449
  51  40  -79.00  -11.00       -0.2298
  52  40  -77.00  -11.00       -0.0519
  53  40  -75.00  -11.00        0.2840
  54  40  -73.00  -11.00        0.3270
  55  40  -71.00  -11.00        0.3660
  56  40  -69.00  -11.00        0.3762
  57  40  -67.00  -11.00        0.3638
  58  40  -65.00  -11.00        0.3536
  59  40  -63.00  -11.00        0.3534
  60  40  -61.00  -11.00        0.3588
  61  40  -59.00  -11.00        0.3972
  62  40  -57.00  -11.00        0.5190
  63  40  -55.00  -11.00        0.6483
  64  40  -53.00  -11.00        0.7121
  65  40  -51.00  -11.00        0.7067
  66  40  -49.00  -11.00        0.7265
  67  40  -47.00  -11.00        0.7816
  68  40  -45.00  -11.00        0.8316
  69  40  -43.00  -11.00        0.8636
  70  40  -41.00  -11.00        0.8846
  71  40  -39.00  -11.00        0.8472
  72  40  -37.00  -11.00        0.5284
  73  40  -35.00  -11.00        0.5002
  74  40  -33.00  -11.00        0.4826
  75  40  -31.00  -11.00        0.4753
  76  40  -29.00  -11.00        0.4725
  77  40  -27.00  -11.00        0.4789
  78  40  -25.00  -11.00        0.4958
  79  40  -23.00  -11.00        0.5174
  80  40  -21.00  -11.00        0.5334
  81  40  -19.00  -11.00        0.5336
  82  40  -17.00  -11.00        0.5385
  83  40  -15.00  -11.00        0.5588
  84  40  -13.00  -11.00        0.5886
  85  40  -11.00  -11.00        0.6289
  86  40   -9.00  -11.00        0.6632
  87  40   -7.00  -11.00        0.6823
  88  40   -5.00  -11.00        0.6911
  89  40   -3.00  -11.00        0.7005
  90  40   -1.00  -11.00        0.7085
  91  40    1.00  -11.00        0.7229
  92  40    3.00  -11.00        0.7545
  93  40    5.00  -11.00        0.7968
  94  40    7.00  -11.00        0.8305
  95  40    9.00  -11.00        0.8357
  96  40   11.00  -11.00        0.8100
  97  40   13.00  -11.00        0.7578
  98  40   15.00  -11.00        0.6940
  99  40   17.00  -11.00        0.7036
 100  40   19.00  -11.00        0.6752
 101  40   21.00  -11.00        0.6085
 102  40   23.00  -11.00        0.5272
 103  40   25.00  -11.00        0.4661
 104  40   27.00  -11.00        0.4343
 105  40   29.00  -11.00        0.4254
 106  40   31.00  -11.00        0.4307
 107  40   33.00  -11.00        0.4464
 108  40   35.00  -11.00        0.4675
 109  40   37.00  -11.00        0.4849
 110  40   39.00  -11.00        0.4974
 111  40   41.00  -11.00        0.5672
 112  40   43.00  -11.00        0.5889
 113  40   45.00  -11.00        0.5651
 114  40   47.00  -11.00        0.5411
 115  40   49.00  -11.00        0.5276
 116  40   51.00  -11.00        0.4880
 117  40   53.00  -11.00        0.4707
 118  40   55.00  -11.00        0.4686
 119  40   57.00  -11.00        0.4215
 120  40   59.00  -11.00        0.4769
 121  40   61.00  -11.00        0.5205
 122  40   63.00  -11.00        0.5687
 123  40   65.00  -11.00        0.6234
 124  40   67.00  -11.00        0.6666
 125  40   69.00  -11.00        0.6983
 126  40   71.00  -11.00        0.7246
 127  40   73.00  -11.00        0.7528
 128  40   75.00  -11.00        0.7722
 129  40   77.00  -11.00        0.7810
 130  40   79.00  -11.00        0.7859
 131  40   81.00  -11.00        0.7760
 132  40   83.00  -11.00        0.7583
 133  40   85.00  -11.00        0.7435
 134  40   87.00  -11.00        0.7299
 135  40   89.00  -11.00        0.7281
 136  40   91.00  -11.00        0.7508
 137  40   93.00  -11.00        0.7533
 138  40   95.00  -11.00        0.7475
 139  40   97.00  -11.00        0.7370
 140  40   99.00  -11.00        0.7374
 141  40  101.00  -11.00        0.7387
 142  40  103.00  -11.00        0.7189
 143  40  105.00  -11.00        0.6736
 144  40  107.00  -11.00        0.6216
 145  40  109.00  -11.00        0.5899
 146  40  111.00  -11.00        0.5765
 147  40  113.00  -11.00        0.5591
 148  40  115.00  -11.00        0.5476
 149  40  117.00  -11.00        0.5387
 150  40  119.00  -11.00        0.6588
 151  40  121.00  -11.00        0.7891
 152  40  123.00  -11.00        0.5530
 153  40  125.00  -11.00        0.5501
 154  40  127.00  -11.00        0.5610
 155  40  129.00  -11.00        0.5974
 156  40  131.00  -11.00        0.6822
 157  40  133.00  -11.00        0.7158
 158  40  135.00  -11.00        0.7421
 159  40  137.00  -11.00        0.7265
 160  40  139.00  -11.00        0.6672
 161  40  141.00  -11.00        0.7077
 162  40  143.00  -11.00        0.9172
 163  40  145.00  -11.00        0.6755
 164  40  147.00  -11.00        0.6455
 165  40  149.00  -11.00        0.6054
 166  40  151.00  -11.00        0.5717
 167  40  153.00  -11.00        0.5462
 168  40  155.00  -11.00        0.5273
 169  40  157.00  -11.00        0.5123
 170  40  159.00  -11.00        0.4964
 171  40  161.00  -11.00        0.4697
 172  40  163.00  -11.00        0.4386
 173  40  165.00  -11.00        0.4031
 174  40  167.00  -11.00        0.3704
 175  40  169.00  -11.00        0.3435
 176  40  171.00  -11.00        0.3173
 177  40  173.00  -11.00        0.2817
 178  40  175.00  -11.00        0.2730
 179  40  177.00  -11.00        0.3615
 180  40  179.00  -11.00        0.4672
   1  41 -179.00   -9.00        0.2116
   2  41 -177.00   -9.00        0.1983
   3  41 -175.00   -9.00        0.2008
   4  41 -173.00   -9.00        0.1728
   5  41 -171.00   -9.00        0.1894
   6  41 -169.00   -9.00        0.2166
   7  41 -167.00   -9.00        0.1928
   8  41 -165.00   -9.00        0.1609
   9  41 -163.00   -9.00        0.1887
  10  41 -161.00   -9.00        0.1906
  11  41 -159.00   -9.00        0.1917
  12  41 -157.00   -9.00        0.1973
  13  41 -155.00   -9.00        0.2090
  14  41 -153.00   -9.00        0.2181
  15  41 -151.00   -9.00        0.2207
  16  41 -149.00   -9.00        0.2224
  17  41 -147.00   -9.00        0.2310
  18  41 -145.00   -9.00        0.2395
  19  41 -143.00   -9.00        0.2472
  20  41 -141.00   -9.00        0.2588
  21  41 -139.00   -9.00        0.2611
  22  41 -137.00   -9.00        0.2976
  23  41 -135.00   -9.00        0.3335
  24  41 -133.00   -9.00        0.3523
  25  41 -131.00   -9.00        0.3597
  26  41 -129.00   -9.00        0.3582
  27  41 -127.00   -9.00        0.3491
  28  41 -125.00   -9.00        0.3349
  29  41 -123.00   -9.00        0.3207
  30  41 -121.00   -9.00        0.3075
  31  41 -119.00   -9.00        0.3030
  32  41 -117.00   -9.00        0.3058
  33  41 -115.00   -9.00        0.3079
  34  41 -113.00   -9.00        0.3054
  35  41 -111.00   -9.00        0.3027
  36  41 -109.00   -9.00        0.2966
  37  41 -107.00   -9.00        0.2784
  38  41 -105.00   -9.00        0.2426
  39  41 -103.00   -9.00        0.2022
  40  41 -101.00   -9.00        0.1684
  41  41  -99.00   -9.00        0.1351
  42  41  -97.00   -9.00        0.1013
  43  41  -95.00   -9.00        0.0697
  44  41  -93.00   -9.00        0.0360
  45  41  -91.00   -9.00       -0.0099
  46  41  -89.00   -9.00       -0.0889
  47  41  -87.00   -9.00       -0.1786
  48  41  -85.00   -9.00       -0.2717
  49  41  -83.00   -9.00       -0.3559
  50  41  -81.00   -9.00       -0.1950
  51  41  -79.00   -9.00        0.0226
  52  41  -77.00   -9.00        0.1234
  53  41  -75.00   -9.00        0.3201
  54  41  -73.00   -9.00        0.3582
  55  41  -71.00   -9.00        0.4095
  56  41  -69.00   -9.00        0.4391
  57  41  -67.00   -9.00        0.4297
  58  41  -65.00   -9.00        0.4022
  59  41  -63.00   -9.00        0.3853
  60  41  -61.00   -9.00        0.3893
  61  41  -59.00   -9.00        0.4425
  62  41  -57.00   -9.00        0.5815
  63  41  -55.00   -9.00        0.6916
  64  41  -53.00   -9.00        0.7156
  65  41  -51.00   -9.00        0.6960
  66  41  -49.00   -9.00        0.7399
  67  41  -47.00   -9.00        0.7896
  68  41  -45.00   -9.00        0.8293
  69  41  -43.00   -9.00        0.8668
  70  41  -41.00   -9.00        0.9104
  71  41  -39.00   -9.00        0.9333
  72  41  -37.00   -9.00        0.8172
  73  41  -35.00   -9.00        0.4506
  74  41  -33.00   -9.00        0.4415
  75  41  -31.00   -9.00        0.4377
  76  41  -29.00   -9.00        0.4403
  77  41  -27.00   -9.00        0.4564
  78  41  -25.00   -9.00        0.4824
  79  41  -23.00   -9.00        0.5103
  80  41  -21.00   -9.00        0.5368
  81  41  -19.00   -9.00        0.5538
  82  41  -17.00   -9.00        0.5654
  83  41  -15.00   -9.00        0.8327
  84  41  -13.00   -9.00        0.6862
  85  41  -11.00   -9.00        0.6508
  86  41   -9.00   -9.00        0.6805
  87  41   -7.00   -9.00        0.7047
  88  41   -5.00   -9.00        0.7293
  89  41   -3.00   -9.00        0.7543
  90  41   -1.00   -9.00        0.7702
  91  41    1.00   -9.00        0.7980
  92  41    3.00   -9.00        0.8386
  93  41    5.00   -9.00        0.8775
  94  41    7.00   -9.00        0.8971
  95  41    9.00   -9.00        0.8893
  96  41   11.00   -9.00        0.8606
  97  41   13.00   -9.00        0.7987
  98  41   15.00   -9.00        0.6921
  99  41   17.00   -9.00        0.6961
 100  41   19.00   -9.00        0.6887
 101  41   21.00   -9.00        0.6454
 102  41   23.00   -9.00        0.5654
 103  41   25.00   -9.00        0.5015
 104  41   27.00   -9.00        0.4682
 105  41   29.00   -9.00        0.4545
 106  41   31.00   -9.00        0.4504
 107  41   33.00   -9.00        0.4600
 108  41   35.00   -9.00        0.4768
 109  41   37.00   -9.00        0.4926
 110  41   39.00   -9.00        0.5241
 111  41   41.00   -9.00        0.5570
 112  41   43.00   -9.00        0.5658
 113  41   45.00   -9.00        0.5529
 114  41   47.00   -9.00        0.5243
 115  41   49.00   -9.00        0.4847
 116  41   51.00   -9.00        0.4428
 117  41   53.00   -9.00        0.4157
 118  41   55.00   -9.00        0.4122
 119  41   57.00   -9.00        0.3964
 120  41   59.00   -9.00        0.4326
 121  41   61.00   -9.00        0.4651
 122  41   63.00   -9.00        0.5071
 123  41   65.00   -9.00        0.5573
 124  41   67.00   -9.00        0.6016
 125  41   69.00   -9.00        0.6412
 126  41   71.00   -9.00        0.6818
 127  41   73.00   -9.00        0.7336
 128  41   75.00   -9.00        0.7759
 129  41   77.00   -9.00        0.8051
 130  41   79.00   -9.00        0.8219
 131  41   81.00   -9.00        0.8146
 132  41   83.00   -9.00        0.7903
 133  41   85.00   -9.00        0.7600
 134  41   87.00   -9.00        0.7228
 135  41   89.00   -9.00        0.6984
 136  41   91.00   -9.00        0.7045
 137  41   93.00   -9.00        0.7109
 138  41   95.00   -9.00        0.7178
 139  41   97.00   -9.00        0.7006
 140  41   99.00   -9.00        0.6787
 141  41  101.00   -9.00        0.6573
 142  41  103.00   -9.00        0.6251
 143  41  105.00   -9.00        0.5755
 144  41  107.00   -9.00        0.5234
 145  41  109.00   -9.00        0.4775
 146  41  111.00   -9.00        0.4525
 147  41  113.00   -9.00        0.5173
 148  41  115.00   -9.00        0.5995
 149  41  117.00   -9.00        0.5290
 150  41  119.00   -9.00        0.4893
 151  41  121.00   -9.00        0.5623
 152  41  123.00   -9.00        0.4893
 153  41  125.00   -9.00        0.7774
 154  41  127.00   -9.00        0.4963
 155  41  129.00   -9.00        0.5285
 156  41  131.00   -9.00        0.7221
 157  41  133.00   -9.00        0.6536
 158  41  135.00   -9.00        0.5939
 159  41  137.00   -9.00        0.6127
 160  41  139.00   -9.00        0.6527
 161  41  141.00   -9.00        0.7892
 162  41  143.00   -9.00        0.8899
 163  41  145.00   -9.00        0.6597
 164  41  147.00   -9.00        0.7012
 165  41  149.00   -9.00        0.6021
 166  41  151.00   -9.00        0.5510
 167  41  153.00   -9.00        0.5312
 168  41  155.00   -9.00        0.5164
 169  41  157.00   -9.00        0.5065
 170  41  159.00   -9.00        0.5184
 171  41  161.00   -9.00        0.6514
 172  41  163.00   -9.00        0.4338
 173  41  165.00   -9.00        0.4040
 174  41  167.00   -9.00        0.3827
 175  41  169.00   -9.00        0.3698
 176  41  171.00   -9.00        0.3448
 177  41  173.00   -9.00        0.3062
 178  41  175.00   -9.00        0.2704
 179  41  177.00   -9.00        0.2849
 180  41  179.00   -9.00        0.5095
   1  42 -179.00   -7.00        0.2236
   2  42 -177.00   -7.00        0.2153
   3  42 -175.00   -7.00        0.2235
   4  42 -173.00   -7.00        0.1787
   5  42 -171.00   -7.00        0.1601
   6  42 -169.00   -7.00        0.1562
   7  42 -167.00   -7.00        0.1249
   8  42 -165.00   -7.00        0.0985
   9  42 -163.00   -7.00        0.0836
  10  42 -161.00   -7.00        0.0735
  11  42 -159.00   -7.00        0.0679
  12  42 -157.00   -7.00        0.0685
  13  42 -155.00   -7.00        0.0738
  14  42 -153.00   -7.00        0.0729
  15  42 -151.00   -7.00        0.0652
  16  42 -149.00   -7.00        0.0596
  17  42 -147.00   -7.00        0.0629
  18  42 -145.00   -7.00        0.0680
  19  42 -143.00   -7.00        0.0731
  20  42 -141.00   -7.00        0.0812
  21  42 -139.00   -7.00        0.0994
  22  42 -137.00   -7.00        0.1250
  23  42 -135.00   -7.00        0.1521
  24  42 -133.00   -7.00        0.1732
  25  42 -131.00   -7.00        0.1833
  26  42 -129.00   -7.00        0.1819
  27  42 -127.00   -7.00        0.1691
  28  42 -125.00   -7.00        0.1489
  29  42 -123.00   -7.00        0.1319
  30  42 -121.00   -7.00        0.1181
  31  42 -119.00   -7.00        0.1136
  32  42 -117.00   -7.00        0.1180
  33  42 -115.00   -7.00        0.1242
  34  42 -113.00   -7.00        0.1250
  35  42 -111.00   -7.00        0.1190
  36  42 -109.00   -7.00        0.1053
  37  42 -107.00   -7.00        0.0764
  38  42 -105.00   -7.00        0.0357
  39  42 -103.00   -7.00       -0.0054
  40  42 -101.00   -7.00       -0.0388
  41  42  -99.00   -7.00       -0.0706
  42  42  -97.00   -7.00       -0.1002
  43  42  -95.00   -7.00       -0.1242
  44  42  -93.00   -7.00       -0.1478
  45  42  -91.00   -7.00       -0.1853
  46  42  -89.00   -7.00       -0.2671
  47  42  -87.00   -7.00       -0.3641
  48  42  -85.00   -7.00       -0.4483
  49  42  -83.00   -7.00       -0.5033
  50  42  -81.00   -7.00       -0.3549
  51  42  -79.00   -7.00       -0.0120
  52  42  -77.00   -7.00        0.2942
  53  42  -75.00   -7.00        0.3405
  54  42  -73.00   -7.00        0.3765
  55  42  -71.00   -7.00        0.4366
  56  42  -69.00   -7.00        0.4895
  57  42  -67.00   -7.00        0.4730
  58  42  -65.00   -7.00        0.4315
  59  42  -63.00   -7.00        0.4059
  60  42  -61.00   -7.00        0.4070
  61  42  -59.00   -7.00        0.4576
  62  42  -57.00   -7.00        0.5874
  63  42  -55.00   -7.00        0.6648
  64  42  -53.00   -7.00        0.6647
  65  42  -51.00   -7.00        0.6370
  66  42  -49.00   -7.00        0.7258
  67  42  -47.00   -7.00        0.7793
  68  42  -45.00   -7.00        0.8148
  69  42  -43.00   -7.00        0.8604
  70  42  -41.00   -7.00        0.9222
  71  42  -39.00   -7.00        0.9962
  72  42  -37.00   -7.00        1.0440
  73  42  -35.00   -7.00        0.4364
  74  42  -33.00   -7.00        0.4360
  75  42  -31.00   -7.00        0.4419
  76  42  -29.00   -7.00        0.4508
  77  42  -27.00   -7.00        0.4764
  78  42  -25.00   -7.00        0.5175
  79  42  -23.00   -7.00        0.5625
  80  42  -21.00   -7.00        0.6028
  81  42  -19.00   -7.00        0.6268
  82  42  -17.00   -7.00        0.6419
  83  42  -15.00   -7.00        0.8874
  84  42  -13.00   -7.00        0.7569
  85  42  -11.00   -7.00        0.7272
  86  42   -9.00   -7.00        0.7607
  87  42   -7.00   -7.00        0.7963
  88  42   -5.00   -7.00        0.8359
  89  42   -3.00   -7.00        0.8704
  90  42   -1.00   -7.00        0.8903
  91  42    1.00   -7.00        0.9233
  92  42    3.00   -7.00        0.9670
  93  42    5.00   -7.00        1.0020
  94  42    7.00   -7.00        1.0122
  95  42    9.00   -7.00        0.9953
  96  42   11.00   -7.00        0.9667
  97  42   13.00   -7.00        0.8804
  98  42   15.00   -7.00        0.6776
  99  42   17.00   -7.00        0.6716
 100  42   19.00   -7.00        0.6690
 101  42   21.00   -7.00        0.6567
 102  42   23.00   -7.00        0.5907
 103  42   25.00   -7.00        0.5198
 104  42   27.00   -7.00        0.4892
 105  42   29.00   -7.00        0.4806
 106  42   31.00   -7.00        0.4702
 107  42   33.00   -7.00        0.4789
 108  42   35.00   -7.00        0.4940
 109  42   37.00   -7.00        0.5100
 110  42   39.00   -7.00        0.5408
 111  42   41.00   -7.00        0.5463
 112  42   43.00   -7.00        0.5436
 113  42   45.00   -7.00        0.5238
 114  42   47.00   -7.00        0.4869
 115  42   49.00   -7.00        0.4440
 116  42   51.00   -7.00        0.4072
 117  42   53.00   -7.00        0.3866
 118  42   55.00   -7.00        0.3862
 119  42   57.00   -7.00        0.4037
 120  42   59.00   -7.00        0.4279
 121  42   61.00   -7.00        0.4560
 122  42   63.00   -7.00        0.4915
 123  42   65.00   -7.00        0.5311
 124  42   67.00   -7.00        0.5697
 125  42   69.00   -7.00        0.6094
 126  42   71.00   -7.00        0.6535
 127  42   73.00   -7.00        0.7123
 128  42   75.00   -7.00        0.7605
 129  42   77.00   -7.00        0.7943
 130  42   79.00   -7.00        0.8130
 131  42   81.00   -7.00        0.8045
 132  42   83.00   -7.00        0.7740
 133  42   85.00   -7.00        0.7341
 134  42   87.00   -7.00        0.6912
 135  42   89.00   -7.00        0.6605
 136  42   91.00   -7.00        0.6509
 137  42   93.00   -7.00        0.6635
 138  42   95.00   -7.00        0.6902
 139  42   97.00   -7.00        0.6865
 140  42   99.00   -7.00        0.6589
 141  42  101.00   -7.00        0.6194
 142  42  103.00   -7.00        0.5793
 143  42  105.00   -7.00        0.5434
 144  42  107.00   -7.00        0.4663
 145  42  109.00   -7.00        0.4132
 146  42  111.00   -7.00        0.3872
 147  42  113.00   -7.00        0.4505
 148  42  115.00   -7.00        0.5322
 149  42  117.00   -7.00        0.4686
 150  42  119.00   -7.00        0.3705
 151  42  121.00   -7.00        0.3761
 152  42  123.00   -7.00        0.4278
 153  42  125.00   -7.00        0.7062
 154  42  127.00   -7.00        0.4592
 155  42  129.00   -7.00        0.4869
 156  42  131.00   -7.00        0.6692
 157  42  133.00   -7.00        0.6123
 158  42  135.00   -7.00        0.5552
 159  42  137.00   -7.00        0.5679
 160  42  139.00   -7.00        0.6169
 161  42  141.00   -7.00        0.7619
 162  42  143.00   -7.00        0.7505
 163  42  145.00   -7.00        0.6564
 164  42  147.00   -7.00        0.6661
 165  42  149.00   -7.00        0.5826
 166  42  151.00   -7.00        0.5451
 167  42  153.00   -7.00        0.5265
 168  42  155.00   -7.00        0.5077
 169  42  157.00   -7.00        0.4954
 170  42  159.00   -7.00        0.5045
 171  42  161.00   -7.00        0.6311
 172  42  163.00   -7.00        0.4359
 173  42  165.00   -7.00        0.4134
 174  42  167.00   -7.00        0.3872
 175  42  169.00   -7.00        0.3745
 176  42  171.00   -7.00        0.3513
 177  42  173.00   -7.00        0.3210
 178  42  175.00   -7.00        0.2981
 179  42  177.00   -7.00        0.2928
 180  42  179.00   -7.00        0.3818
   1  43 -179.00   -5.00        0.2003
   2  43 -177.00   -5.00        0.1815
   3  43 -175.00   -5.00        0.1597
   4  43 -173.00   -5.00        0.1293
   5  43 -171.00   -5.00        0.0640
   6  43 -169.00   -5.00       -0.0077
   7  43 -167.00   -5.00       -0.0553
   8  43 -165.00   -5.00       -0.0986
   9  43 -163.00   -5.00       -0.1293
  10  43 -161.00   -5.00       -0.1491
  11  43 -159.00   -5.00       -0.1585
  12  43 -157.00   -5.00       -0.1624
  13  43 -155.00   -5.00       -0.1668
  14  43 -153.00   -5.00       -0.1812
  15  43 -151.00   -5.00       -0.1993
  16  43 -149.00   -5.00       -0.2079
  17  43 -147.00   -5.00       -0.2036
  18  43 -145.00   -5.00       -0.1953
  19  43 -143.00   -5.00       -0.1922
  20  43 -141.00   -5.00       -0.1900
  21  43 -139.00   -5.00       -0.1800
  22  43 -137.00   -5.00       -0.1632
  23  43 -135.00   -5.00       -0.1430
  24  43 -133.00   -5.00       -0.1270
  25  43 -131.00   -5.00       -0.1213
  26  43 -129.00   -5.00       -0.1267
  27  43 -127.00   -5.00       -0.1422
  28  43 -125.00   -5.00       -0.1671
  29  43 -123.00   -5.00       -0.1897
  30  43 -121.00   -5.00       -0.2058
  31  43 -119.00   -5.00       -0.2111
