_Annual_J-D_1988_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
 102   7   23.00  -77.00        0.7958
 103   7   25.00  -77.00        0.7958
 104   7   27.00  -77.00        0.8512
 105   7   29.00  -77.00        0.9065
 106   7   31.00  -77.00        0.9065
 107   7   33.00  -77.00        0.9065
 108   7   35.00  -77.00        0.9065
 109   7   37.00  -77.00        0.7485
 110   7   39.00  -77.00        0.7485
 111   7   41.00  -77.00        0.7485
 112   7   43.00  -77.00        0.7485
 113   7   45.00  -77.00        0.6867
 114   7   47.00  -77.00        0.6249
 115   7   49.00  -77.00        0.6249
 116   7   51.00  -77.00        0.6249
 117   7   53.00  -77.00        0.6249
 118   7   55.00  -77.00        0.6815
 119   7   57.00  -77.00        0.6815
 120   7   59.00  -77.00        0.6815
 121   7   61.00  -77.00        0.6815
 122   7   63.00  -77.00        0.6817
 123   7   65.00  -77.00        0.6819
 124   7   67.00  -77.00        0.6819
 125   7   69.00  -77.00        0.6819
 126   7   71.00  -77.00        0.6819
 127   7   73.00  -77.00        0.5879
 128   7   75.00  -77.00        0.5879
 129   7   77.00  -77.00        0.5879
 130   7   79.00  -77.00        0.5879
 131   7   81.00  -77.00        0.5446
 132   7   83.00  -77.00        0.5014
 133   7   85.00  -77.00        0.5014
 134   7   87.00  -77.00        0.5014
 135   7   89.00  -77.00        0.5014
 136   7   91.00  -77.00        0.3280
 137   7   93.00  -77.00        0.3280
 138   7   95.00  -77.00        0.3280
 139   7   97.00  -77.00        0.3280
 140   7   99.00  -77.00        0.2645
 141   7  101.00  -77.00        0.2011
 142   7  103.00  -77.00        0.2011
 143   7  105.00  -77.00        0.2011
 144   7  107.00  -77.00        0.2011
 145   7  109.00  -77.00        0.2227
 146   7  111.00  -77.00        0.2227
 147   7  113.00  -77.00        0.2227
 148   7  115.00  -77.00        0.2227
 149   7  117.00  -77.00        0.6250
 150   7  119.00  -77.00        1.0273
 151   7  121.00  -77.00        1.0273
 152   7  123.00  -77.00        1.0273
 153   7  125.00  -77.00        1.0273
 154   7  127.00  -77.00        1.5086
 155   7  129.00  -77.00        1.5086
 156   7  131.00  -77.00        1.5086
 157   7  133.00  -77.00        1.5086
 158   7  135.00  -77.00        1.5958
 159   7  137.00  -77.00        1.6830
 160   7  139.00  -77.00        1.6830
 161   7  141.00  -77.00        1.6830
 162   7  143.00  -77.00        1.6830
 163   7  145.00  -77.00        1.8165
 164   7  147.00  -77.00        1.8165
 165   7  149.00  -77.00        1.8165
 166   7  151.00  -77.00        1.8165
 167   7  153.00  -77.00        1.8597
 168   7  155.00  -77.00        1.9029
 169   7  157.00  -77.00        1.9029
 170   7  159.00  -77.00        1.9029
 171   7  161.00  -77.00        1.9029
 172   7  163.00  -77.00        1.9362
 173   7  165.00  -77.00        1.9362
 174   7  167.00  -77.00        1.9362
 175   7  169.00  -77.00        1.9362
 176   7  171.00  -77.00        1.9530
 177   7  173.00  -77.00        1.9697
 178   7  175.00  -77.00        1.9697
 179   7  177.00  -77.00        1.9697
 180   7  179.00  -77.00        1.9697
   1   8 -179.00  -75.00        1.9586
   2   8 -177.00  -75.00        1.9586
   3   8 -175.00  -75.00        1.9586
   4   8 -173.00  -75.00        1.9586
   5   8 -171.00  -75.00        2.0004
   6   8 -169.00  -75.00        2.0422
   7   8 -167.00  -75.00        2.0422
   8   8 -165.00  -75.00        2.0422
   9   8 -163.00  -75.00        2.0422
  10   8 -161.00  -75.00        2.1856
  11   8 -159.00  -75.00        2.1856
  12   8 -157.00  -75.00        2.1856
  13   8 -155.00  -75.00        2.1856
  14   8 -153.00  -75.00        2.3836
  15   8 -151.00  -75.00        2.5815
  16   8 -149.00  -75.00        2.5815
  17   8 -147.00  -75.00        2.5815
  18   8 -145.00  -75.00        2.5815
  19   8 -143.00  -75.00        2.6095
  20   8 -141.00  -75.00        2.6095
  21   8 -139.00  -75.00        2.6095
  22   8 -137.00  -75.00        2.6095
  23   8 -135.00  -75.00        2.5561
  24   8 -133.00  -75.00        2.5027
  25   8 -131.00  -75.00        2.5027
  26   8 -129.00  -75.00        2.5027
  27   8 -127.00  -75.00        2.5027
  28   8 -125.00  -75.00        2.5008
  29   8 -123.00  -75.00        2.5008
  30   8 -121.00  -75.00        2.5008
  31   8 -119.00  -75.00        2.5008
  32   8 -117.00  -75.00        2.5002
  33   8 -115.00  -75.00        2.4997
  34   8 -113.00  -75.00        2.4997
  35   8 -111.00  -75.00        2.4997
  36   8 -109.00  -75.00        2.4997
  37   8 -107.00  -75.00        2.4997
  38   8 -105.00  -75.00        2.4997
  39   8 -103.00  -75.00        2.4997
  40   8 -101.00  -75.00        2.4997
  41   8  -99.00  -75.00        2.5408
  42   8  -97.00  -75.00        2.5819
  43   8  -95.00  -75.00        2.5819
  44   8  -93.00  -75.00        2.5819
  45   8  -91.00  -75.00        2.5819
  46   8  -89.00  -75.00        2.3511
  47   8  -87.00  -75.00        2.3511
  48   8  -85.00  -75.00        2.3511
  49   8  -83.00  -75.00        2.3511
  50   8  -81.00  -75.00        2.4425
  51   8  -79.00  -75.00        2.5338
  52   8  -77.00  -75.00        2.5338
  53   8  -75.00  -75.00        2.5338
  54   8  -73.00  -75.00        2.5338
  55   8  -71.00  -75.00        2.2422
  56   8  -69.00  -75.00        2.2422
  57   8  -67.00  -75.00        2.2422
  58   8  -65.00  -75.00        2.2422
  59   8  -63.00  -75.00        1.9614
  60   8  -61.00  -75.00        1.6805
  61   8  -59.00  -75.00        1.6805
  62   8  -57.00  -75.00        1.6805
  63   8  -55.00  -75.00        1.6805
  64   8  -53.00  -75.00        1.1932
  65   8  -51.00  -75.00        1.1932
  66   8  -49.00  -75.00        1.1932
  67   8  -47.00  -75.00        1.1932
  68   8  -45.00  -75.00        0.8485
  69   8  -43.00  -75.00        0.5038
  70   8  -41.00  -75.00        0.5038
  71   8  -39.00  -75.00        0.5038
  72   8  -37.00  -75.00        0.5038
  73   8  -35.00  -75.00        0.3161
  74   8  -33.00  -75.00        0.3161
  75   8  -31.00  -75.00        0.3161
  76   8  -29.00  -75.00        0.3161
  77   8  -27.00  -75.00        0.2509
  78   8  -25.00  -75.00        0.1857
  79   8  -23.00  -75.00        0.1857
  80   8  -21.00  -75.00        0.1857
  81   8  -19.00  -75.00        0.1857
  82   8  -17.00  -75.00        0.3279
  83   8  -15.00  -75.00        0.3279
  84   8  -13.00  -75.00        0.3279
  85   8  -11.00  -75.00        0.3279
  86   8   -9.00  -75.00        0.3825
  87   8   -7.00  -75.00        0.4372
  88   8   -5.00  -75.00        0.4372
  89   8   -3.00  -75.00        0.4372
  90   8   -1.00  -75.00        0.4372
  91   8    1.00  -75.00        0.5266
  92   8    3.00  -75.00        0.5266
  93   8    5.00  -75.00        0.5266
  94   8    7.00  -75.00        0.5266
  95   8    9.00  -75.00        0.6229
  96   8   11.00  -75.00        0.7193
  97   8   13.00  -75.00        0.7193
  98   8   15.00  -75.00        0.7193
  99   8   17.00  -75.00        0.7193
 100   8   19.00  -75.00        0.7661
 101   8   21.00  -75.00        0.7661
 102   8   23.00  -75.00        0.7661
 103   8   25.00  -75.00        0.7661
 104   8   27.00  -75.00        0.7803
 105   8   29.00  -75.00        0.7946
 106   8   31.00  -75.00        0.7946
 107   8   33.00  -75.00        0.7946
 108   8   35.00  -75.00        0.7946
 109   8   37.00  -75.00        0.6503
 110   8   39.00  -75.00        0.6503
 111   8   41.00  -75.00        0.6503
 112   8   43.00  -75.00        0.6503
 113   8   45.00  -75.00        0.6285
 114   8   47.00  -75.00        0.6068
 115   8   49.00  -75.00        0.6068
 116   8   51.00  -75.00        0.6068
 117   8   53.00  -75.00        0.6068
 118   8   55.00  -75.00        0.7575
 119   8   57.00  -75.00        0.7575
 120   8   59.00  -75.00        0.7575
 121   8   61.00  -75.00        0.7575
 122   8   63.00  -75.00        0.8088
 123   8   65.00  -75.00        0.8601
 124   8   67.00  -75.00        0.8601
 125   8   69.00  -75.00        0.8601
 126   8   71.00  -75.00        0.8601
 127   8   73.00  -75.00        0.8419
 128   8   75.00  -75.00        0.8419
 129   8   77.00  -75.00        0.8419
 130   8   79.00  -75.00        0.8419
 131   8   81.00  -75.00        0.7810
 132   8   83.00  -75.00        0.7201
 133   8   85.00  -75.00        0.7201
 134   8   87.00  -75.00        0.7201
 135   8   89.00  -75.00        0.7201
 136   8   91.00  -75.00        0.5274
 137   8   93.00  -75.00        0.5274
 138   8   95.00  -75.00        0.5274
 139   8   97.00  -75.00        0.5274
 140   8   99.00  -75.00        0.4043
 141   8  101.00  -75.00        0.2813
 142   8  103.00  -75.00        0.2813
 143   8  105.00  -75.00        0.2813
 144   8  107.00  -75.00        0.2813
 145   8  109.00  -75.00        0.1090
 146   8  111.00  -75.00        0.1090
 147   8  113.00  -75.00        0.1090
 148   8  115.00  -75.00        0.1090
 149   8  117.00  -75.00        0.1499
 150   8  119.00  -75.00        0.1909
 151   8  121.00  -75.00        0.1909
 152   8  123.00  -75.00        0.1909
 153   8  125.00  -75.00        0.1909
 154   8  127.00  -75.00        1.0331
 155   8  129.00  -75.00        1.0331
 156   8  131.00  -75.00        1.0331
 157   8  133.00  -75.00        1.0331
 158   8  135.00  -75.00        1.1817
 159   8  137.00  -75.00        1.3303
 160   8  139.00  -75.00        1.3303
 161   8  141.00  -75.00        1.3303
 162   8  143.00  -75.00        1.3303
 163   8  145.00  -75.00        1.5545
 164   8  147.00  -75.00        1.5545
 165   8  149.00  -75.00        1.5545
 166   8  151.00  -75.00        1.5545
 167   8  153.00  -75.00        1.6457
 168   8  155.00  -75.00        1.7370
 169   8  157.00  -75.00        1.7370
 170   8  159.00  -75.00        1.7370
 171   8  161.00  -75.00        1.7370
 172   8  163.00  -75.00        1.8359
 173   8  165.00  -75.00        1.8359
 174   8  167.00  -75.00        1.8359
 175   8  169.00  -75.00        1.8359
 176   8  171.00  -75.00        1.8637
 177   8  173.00  -75.00        1.8915
 178   8  175.00  -75.00        1.8915
 179   8  177.00  -75.00        1.8915
 180   8  179.00  -75.00        1.8915
   1   9 -179.00  -73.00        1.9017
   2   9 -177.00  -73.00        1.9017
   3   9 -175.00  -73.00        1.9017
   4   9 -173.00  -73.00        1.9017
   5   9 -171.00  -73.00        1.9682
   6   9 -169.00  -73.00        2.0346
   7   9 -167.00  -73.00        2.0346
   8   9 -165.00  -73.00        2.0346
   9   9 -163.00  -73.00        2.0346
  10   9 -161.00  -73.00        2.1884
  11   9 -159.00  -73.00        2.1884
  12   9 -157.00  -73.00        2.1884
  13   9 -155.00  -73.00        2.1884
  14   9 -153.00  -73.00        2.3976
  15   9 -151.00  -73.00        2.6068
  16   9 -149.00  -73.00        2.6068
  17   9 -147.00  -73.00        2.6068
  18   9 -145.00  -73.00        2.6068
  19   9 -143.00  -73.00        2.5133
  20   9 -141.00  -73.00        2.5133
  21   9 -139.00  -73.00        2.5133
  22   9 -137.00  -73.00        2.5133
  23   9 -135.00  -73.00        2.5065
  24   9 -133.00  -73.00        2.4997
  25   9 -131.00  -73.00        2.4997
  26   9 -129.00  -73.00        2.4997
  27   9 -127.00  -73.00        2.4997
  28   9 -125.00  -73.00        2.4997
  29   9 -123.00  -73.00        2.4997
  30   9 -121.00  -73.00        2.4997
  31   9 -119.00  -73.00        2.4997
  32   9 -117.00  -73.00        2.4997
  33   9 -115.00  -73.00        2.4997
  34   9 -113.00  -73.00        2.4997
  35   9 -111.00  -73.00        2.4997
  36   9 -109.00  -73.00        2.4997
  37   9 -107.00  -73.00        2.4997
  38   9 -105.00  -73.00        2.4997
  39   9 -103.00  -73.00        2.4997
  40   9 -101.00  -73.00        2.4997
  41   9  -99.00  -73.00        2.4084
  42   9  -97.00  -73.00        2.3171
  43   9  -95.00  -73.00        2.3171
  44   9  -93.00  -73.00        2.3171
  45   9  -91.00  -73.00        2.3171
  46   9  -89.00  -73.00        2.3597
  47   9  -87.00  -73.00        2.3597
  48   9  -85.00  -73.00        2.3597
  49   9  -83.00  -73.00        2.3597
  50   9  -81.00  -73.00        2.4205
  51   9  -79.00  -73.00        2.4813
  52   9  -77.00  -73.00        2.4813
  53   9  -75.00  -73.00        2.4813
  54   9  -73.00  -73.00        2.4813
  55   9  -71.00  -73.00        2.3032
  56   9  -69.00  -73.00        2.3032
  57   9  -67.00  -73.00        2.3032
  58   9  -65.00  -73.00        2.3032
  59   9  -63.00  -73.00        2.0665
  60   9  -61.00  -73.00        1.8298
  61   9  -59.00  -73.00        1.8298
  62   9  -57.00  -73.00        1.8298
  63   9  -55.00  -73.00        1.8298
  64   9  -53.00  -73.00        1.4608
  65   9  -51.00  -73.00        1.4608
  66   9  -49.00  -73.00        1.4608
  67   9  -47.00  -73.00        1.4608
  68   9  -45.00  -73.00        1.0525
  69   9  -43.00  -73.00        0.6443
  70   9  -41.00  -73.00        0.6443
  71   9  -39.00  -73.00        0.6443
  72   9  -37.00  -73.00        0.6443
  73   9  -35.00  -73.00        0.3543
  74   9  -33.00  -73.00        0.3543
  75   9  -31.00  -73.00        0.3543
  76   9  -29.00  -73.00        0.3543
  77   9  -27.00  -73.00        0.2812
  78   9  -25.00  -73.00        0.2081
  79   9  -23.00  -73.00        0.2081
  80   9  -21.00  -73.00        0.2081
  81   9  -19.00  -73.00        0.2081
  82   9  -17.00  -73.00        0.3673
  83   9  -15.00  -73.00        0.3673
  84   9  -13.00  -73.00        0.3673
  85   9  -11.00  -73.00        0.3673
  86   9   -9.00  -73.00        0.4201
  87   9   -7.00  -73.00        0.4729
  88   9   -5.00  -73.00        0.4729
  89   9   -3.00  -73.00        0.4729
  90   9   -1.00  -73.00        0.4729
  91   9    1.00  -73.00        0.6304
  92   9    3.00  -73.00        0.6304
  93   9    5.00  -73.00        0.6304
  94   9    7.00  -73.00        0.6304
  95   9    9.00  -73.00        0.6891
  96   9   11.00  -73.00        0.7477
  97   9   13.00  -73.00        0.7477
  98   9   15.00  -73.00        0.7477
  99   9   17.00  -73.00        0.7477
 100   9   19.00  -73.00        0.7405
 101   9   21.00  -73.00        0.7405
 102   9   23.00  -73.00        0.7405
 103   9   25.00  -73.00        0.7405
 104   9   27.00  -73.00        0.7498
 105   9   29.00  -73.00        0.7591
 106   9   31.00  -73.00        0.7591
 107   9   33.00  -73.00        0.7591
 108   9   35.00  -73.00        0.7591
 109   9   37.00  -73.00        0.6292
 110   9   39.00  -73.00        0.6292
 111   9   41.00  -73.00        0.6292
 112   9   43.00  -73.00        0.6292
 113   9   45.00  -73.00        0.6229
 114   9   47.00  -73.00        0.6166
 115   9   49.00  -73.00        0.6166
 116   9   51.00  -73.00        0.6166
 117   9   53.00  -73.00        0.6166
 118   9   55.00  -73.00        0.7490
 119   9   57.00  -73.00        0.7490
 120   9   59.00  -73.00        0.7490
 121   9   61.00  -73.00        0.7490
 122   9   63.00  -73.00        0.8268
 123   9   65.00  -73.00        0.9046
 124   9   67.00  -73.00        0.9046
 125   9   69.00  -73.00        0.9046
 126   9   71.00  -73.00        0.9046
 127   9   73.00  -73.00        0.9534
 128   9   75.00  -73.00        0.9534
 129   9   77.00  -73.00        0.9534
 130   9   79.00  -73.00        0.9534
 131   9   81.00  -73.00        0.8992
 132   9   83.00  -73.00        0.8449
 133   9   85.00  -73.00        0.8449
 134   9   87.00  -73.00        0.8449
 135   9   89.00  -73.00        0.8449
 136   9   91.00  -73.00        0.5932
 137   9   93.00  -73.00        0.5932
 138   9   95.00  -73.00        0.5932
 139   9   97.00  -73.00        0.5932
 140   9   99.00  -73.00        0.4693
 141   9  101.00  -73.00        0.3453
 142   9  103.00  -73.00        0.3453
 143   9  105.00  -73.00        0.3453
 144   9  107.00  -73.00        0.3453
 145   9  109.00  -73.00        0.1241
 146   9  111.00  -73.00        0.1241
 147   9  113.00  -73.00        0.1241
 148   9  115.00  -73.00        0.1241
 149   9  117.00  -73.00        0.0376
 150   9  119.00  -73.00       -0.0489
 151   9  121.00  -73.00       -0.0489
 152   9  123.00  -73.00       -0.0489
 153   9  125.00  -73.00       -0.0489
 154   9  127.00  -73.00        0.3602
 155   9  129.00  -73.00        0.3602
 156   9  131.00  -73.00        0.3602
 157   9  133.00  -73.00        0.3602
 158   9  135.00  -73.00        0.6560
 159   9  137.00  -73.00        0.9519
 160   9  139.00  -73.00        0.9519
 161   9  141.00  -73.00        0.9519
 162   9  143.00  -73.00        0.9519
 163   9  145.00  -73.00        1.2584
 164   9  147.00  -73.00        1.2584
 165   9  149.00  -73.00        1.2584
 166   9  151.00  -73.00        1.2584
 167   9  153.00  -73.00        1.3776
 168   9  155.00  -73.00        1.4969
 169   9  157.00  -73.00        1.4969
 170   9  159.00  -73.00        1.4969
 171   9  161.00  -73.00        1.4969
 172   9  163.00  -73.00        1.7410
 173   9  165.00  -73.00        1.7410
 174   9  167.00  -73.00        1.7410
 175   9  169.00  -73.00        1.7410
 176   9  171.00  -73.00        1.7770
 177   9  173.00  -73.00        1.8130
 178   9  175.00  -73.00        1.8130
 179   9  177.00  -73.00        1.8130
 180   9  179.00  -73.00        1.8130
   1  10 -179.00  -71.00        1.7745
   2  10 -177.00  -71.00        1.7745
   3  10 -175.00  -71.00        1.7745
   4  10 -173.00  -71.00        1.7745
   5  10 -171.00  -71.00        1.8546
   6  10 -169.00  -71.00        1.9369
   7  10 -167.00  -71.00        1.9369
   8  10 -165.00  -71.00        1.9369
   9  10 -163.00  -71.00        1.9369
  10  10 -161.00  -71.00        2.1889
  11  10 -159.00  -71.00        2.1889
  12  10 -157.00  -71.00        2.1889
  13  10 -155.00  -71.00        2.1889
  14  10 -153.00  -71.00        2.3991
  15  10 -151.00  -71.00        2.6093
  16  10 -149.00  -71.00        2.6093
  17  10 -147.00  -71.00        2.6093
  18  10 -145.00  -71.00        2.6093
  19  10 -143.00  -71.00        2.4997
  20  10 -141.00  -71.00        2.4997
  21  10 -139.00  -71.00        2.4997
  22  10 -137.00  -71.00        2.4997
  23  10 -135.00  -71.00        2.4997
  24  10 -133.00  -71.00        2.4997
  25  10 -131.00  -71.00        2.4997
  26  10 -129.00  -71.00        2.4997
  27  10 -127.00  -71.00        2.4997
  28  10 -125.00  -71.00        2.4997
  29  10 -123.00  -71.00        2.4997
  30  10 -121.00  -71.00        2.4997
  31  10 -119.00  -71.00        2.4997
  32  10 -117.00  -71.00        2.4997
  33  10 -115.00  -71.00        2.4997
  34  10 -113.00  -71.00        2.4997
  35  10 -111.00  -71.00        2.4997
  36  10 -109.00  -71.00        2.4997
  37  10 -107.00  -71.00        2.4997
  38  10 -105.00  -71.00        2.4997
  39  10 -103.00  -71.00        2.4997
  40  10 -101.00  -71.00        2.4997
  41  10  -99.00  -71.00        2.6993
  42  10  -97.00  -71.00        2.8935
  43  10  -95.00  -71.00        2.8935
  44  10  -93.00  -71.00        2.8935
  45  10  -91.00  -71.00        2.8935
  46  10  -89.00  -71.00        2.3418
  47  10  -87.00  -71.00        2.3418
  48  10  -85.00  -71.00        2.3418
  49  10  -83.00  -71.00        2.3418
  50  10  -81.00  -71.00        2.3195
  51  10  -79.00  -71.00        2.2971
  52  10  -77.00  -71.00        2.2971
  53  10  -75.00  -71.00        2.2971
  54  10  -73.00  -71.00        2.2971
  55  10  -71.00  -71.00        1.8427
  56  10  -69.00  -71.00        1.8427
  57  10  -67.00  -71.00        1.8427
  58  10  -65.00  -71.00        1.8427
  59  10  -63.00  -71.00        1.7244
  60  10  -61.00  -71.00        1.6060
  61  10  -59.00  -71.00        1.6060
  62  10  -57.00  -71.00        1.6060
  63  10  -55.00  -71.00        1.6060
  64  10  -53.00  -71.00        1.2747
  65  10  -51.00  -71.00        1.2747
  66  10  -49.00  -71.00        1.2747
  67  10  -47.00  -71.00        1.2747
  68  10  -45.00  -71.00        1.0878
  69  10  -43.00  -71.00        0.9008
  70  10  -41.00  -71.00        0.9008
  71  10  -39.00  -71.00        0.9008
  72  10  -37.00  -71.00        0.9008
  73  10  -35.00  -71.00        0.3765
  74  10  -33.00  -71.00        0.3765
  75  10  -31.00  -71.00        0.3765
  76  10  -29.00  -71.00        0.3765
  77  10  -27.00  -71.00        0.3043
  78  10  -25.00  -71.00        0.2320
  79  10  -23.00  -71.00        0.2320
  80  10  -21.00  -71.00        0.2320
  81  10  -19.00  -71.00        0.2320
  82  10  -17.00  -71.00        0.4042
  83  10  -15.00  -71.00        0.4042
  84  10  -13.00  -71.00        0.4042
  85  10  -11.00  -71.00        0.4042
  86  10   -9.00  -71.00        0.4894
  87  10   -7.00  -71.00        0.5746
  88  10   -5.00  -71.00        0.5746
  89  10   -3.00  -71.00        0.5746
  90  10   -1.00  -71.00        0.5746
  91  10    1.00  -71.00        0.6652
  92  10    3.00  -71.00        0.6652
  93  10    5.00  -71.00        0.6652
  94  10    7.00  -71.00        0.6652
  95  10    9.00  -71.00        0.7100
  96  10   11.00  -71.00        0.7549
  97  10   13.00  -71.00        0.7549
  98  10   15.00  -71.00        0.7549
  99  10   17.00  -71.00        0.7549
 100  10   19.00  -71.00        0.7270
 101  10   21.00  -71.00        0.7270
 102  10   23.00  -71.00        0.7270
 103  10   25.00  -71.00        0.7270
 104  10   27.00  -71.00        0.7306
 105  10   29.00  -71.00        0.7342
 106  10   31.00  -71.00        0.7342
 107  10   33.00  -71.00        0.7342
 108  10   35.00  -71.00        0.7342
 109  10   37.00  -71.00        0.6115
 110  10   39.00  -71.00        0.6115
 111  10   41.00  -71.00        0.6115
 112  10   43.00  -71.00        0.6115
 113  10   45.00  -71.00        0.6087
 114  10   47.00  -71.00        0.6059
 115  10   49.00  -71.00        0.6059
 116  10   51.00  -71.00        0.6059
 117  10   53.00  -71.00        0.6059
 118  10   55.00  -71.00        0.7374
 119  10   57.00  -71.00        0.7374
 120  10   59.00  -71.00        0.7374
 121  10   61.00  -71.00        0.7374
 122  10   63.00  -71.00        0.8172
 123  10   65.00  -71.00        0.8970
 124  10   67.00  -71.00        0.8970
 125  10   69.00  -71.00        0.8970
 126  10   71.00  -71.00        0.8970
 127  10   73.00  -71.00        1.0395
 128  10   75.00  -71.00        1.0395
 129  10   77.00  -71.00        1.0395
 130  10   79.00  -71.00        1.0395
 131  10   81.00  -71.00        0.9730
 132  10   83.00  -71.00        0.9065
 133  10   85.00  -71.00        0.9065
 134  10   87.00  -71.00        0.9065
 135  10   89.00  -71.00        0.9065
 136  10   91.00  -71.00        0.6391
 137  10   93.00  -71.00        0.6391
 138  10   95.00  -71.00        0.6391
 139  10   97.00  -71.00        0.6391
 140  10   99.00  -71.00        0.5078
 141  10  101.00  -71.00        0.3764
 142  10  103.00  -71.00        0.3764
 143  10  105.00  -71.00        0.3764
 144  10  107.00  -71.00        0.3764
 145  10  109.00  -71.00        0.1200
 146  10  111.00  -71.00        0.1200
 147  10  113.00  -71.00        0.1200
 148  10  115.00  -71.00        0.1200
 149  10  117.00  -71.00       -0.0104
 150  10  119.00  -71.00       -0.1409
 151  10  121.00  -71.00       -0.1409
 152  10  123.00  -71.00       -0.1409
 153  10  125.00  -71.00       -0.1409
 154  10  127.00  -71.00       -0.1523
 155  10  129.00  -71.00       -0.1523
 156  10  131.00  -71.00       -0.1523
 157  10  133.00  -71.00       -0.1523
 158  10  135.00  -71.00        0.1195
 159  10  137.00  -71.00        0.3913
 160  10  139.00  -71.00        0.3913
 161  10  141.00  -71.00        0.3913
 162  10  143.00  -71.00        0.3913
 163  10  145.00  -71.00        0.8480
 164  10  147.00  -71.00        0.8480
 165  10  149.00  -71.00        0.8480
 166  10  151.00  -71.00        0.8480
 167  10  153.00  -71.00        1.0085
 168  10  155.00  -71.00        1.1691
 169  10  157.00  -71.00        1.1691
 170  10  159.00  -71.00        1.1691
 171  10  161.00  -71.00        1.1691
 172  10  163.00  -71.00        1.5413
 173  10  165.00  -71.00        1.5413
 174  10  167.00  -71.00        1.5413
 175  10  169.00  -71.00        1.5413
 176  10  171.00  -71.00        1.6096
 177  10  173.00  -71.00        1.6780
 178  10  175.00  -71.00        1.6780
 179  10  177.00  -71.00        1.6780
 180  10  179.00  -71.00        1.6780
   1  11 -179.00  -69.00        1.5145
   2  11 -177.00  -69.00        1.5145
   3  11 -175.00  -69.00        1.5145
   4  11 -173.00  -69.00        1.5145
   5  11 -171.00  -69.00        1.5145
   6  11 -169.00  -69.00     9999.0000
   7  11 -167.00  -69.00     9999.0000
   8  11 -165.00  -69.00     9999.0000
   9  11 -163.00  -69.00     9999.0000
  10  11 -161.00  -69.00     9999.0000
  11  11 -159.00  -69.00     9999.0000
  12  11 -157.00  -69.00     9999.0000
  13  11 -155.00  -69.00     9999.0000
  14  11 -153.00  -69.00     9999.0000
  15  11 -151.00  -69.00     9999.0000
  16  11 -149.00  -69.00     9999.0000
  17  11 -147.00  -69.00     9999.0000
  18  11 -145.00  -69.00     9999.0000
  19  11 -143.00  -69.00     9999.0000
  20  11 -141.00  -69.00     9999.0000
  21  11 -139.00  -69.00     9999.0000
  22  11 -137.00  -69.00     9999.0000
  23  11 -135.00  -69.00     9999.0000
  24  11 -133.00  -69.00     9999.0000
  25  11 -131.00  -69.00     9999.0000
  26  11 -129.00  -69.00     9999.0000
  27  11 -127.00  -69.00     9999.0000
  28  11 -125.00  -69.00     9999.0000
  29  11 -123.00  -69.00     9999.0000
  30  11 -121.00  -69.00     9999.0000
  31  11 -119.00  -69.00     9999.0000
  32  11 -117.00  -69.00     9999.0000
  33  11 -115.00  -69.00     9999.0000
  34  11 -113.00  -69.00     9999.0000
  35  11 -111.00  -69.00     9999.0000
  36  11 -109.00  -69.00     9999.0000
  37  11 -107.00  -69.00     9999.0000
  38  11 -105.00  -69.00     9999.0000
  39  11 -103.00  -69.00     9999.0000
  40  11 -101.00  -69.00     9999.0000
  41  11  -99.00  -69.00        2.9546
  42  11  -97.00  -69.00        2.9546
  43  11  -95.00  -69.00        2.9546
  44  11  -93.00  -69.00        2.9546
  45  11  -91.00  -69.00        2.9546
  46  11  -89.00  -69.00        2.2123
  47  11  -87.00  -69.00        2.2123
  48  11  -85.00  -69.00        2.2123
  49  11  -83.00  -69.00        2.2123
  50  11  -81.00  -69.00        2.0351
  51  11  -79.00  -69.00        1.8579
  52  11  -77.00  -69.00        1.8579
  53  11  -75.00  -69.00        1.8579
  54  11  -73.00  -69.00        1.8579
  55  11  -71.00  -69.00        1.5388
  56  11  -69.00  -69.00        1.5388
  57  11  -67.00  -69.00        1.5388
  58  11  -65.00  -69.00        1.5388
  59  11  -63.00  -69.00        1.4049
  60  11  -61.00  -69.00        1.2709
  61  11  -59.00  -69.00        1.2709
  62  11  -57.00  -69.00        1.2709
  63  11  -55.00  -69.00        1.2709
  64  11  -53.00  -69.00        0.9463
  65  11  -51.00  -69.00        0.9463
  66  11  -49.00  -69.00        0.9463
  67  11  -47.00  -69.00        0.9463
  68  11  -45.00  -69.00        0.7822
  69  11  -43.00  -69.00        0.6180
  70  11  -41.00  -69.00        0.6180
  71  11  -39.00  -69.00        0.6180
  72  11  -37.00  -69.00        0.6180
  73  11  -35.00  -69.00        0.3750
  74  11  -33.00  -69.00        0.3750
  75  11  -31.00  -69.00        0.3750
  76  11  -29.00  -69.00        0.3750
  77  11  -27.00  -69.00        0.3309
  78  11  -25.00  -69.00        0.2869
  79  11  -23.00  -69.00        0.2869
  80  11  -21.00  -69.00        0.2869
  81  11  -19.00  -69.00        0.2869
  82  11  -17.00  -69.00        0.5107
  83  11  -15.00  -69.00        0.5107
  84  11  -13.00  -69.00        0.5107
  85  11  -11.00  -69.00        0.5107
  86  11   -9.00  -69.00        0.5655
  87  11   -7.00  -69.00        0.6202
  88  11   -5.00  -69.00        0.6202
  89  11   -3.00  -69.00        0.6202
  90  11   -1.00  -69.00        0.6202
  91  11    1.00  -69.00        0.6960
  92  11    3.00  -69.00        0.6960
  93  11    5.00  -69.00        0.6960
